,index,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,clean_tweet,Sentiment
31,133,1448232158540308482,1448232158540308482,1634120428000.0,2021-10-13 12:20:28,+0200,,Liked on YouTube: Locke and Key Trailer | Season 2 | Netflix  https://t.co/iM7rg8HusU,en,[],[],43390560,43390560,NadimAlam,Nadim Alam,3,12,https://twitter.com/NadimAlam/status/1448232158540308482,['https://www.youtube.com/watch?v=EZKWJ01jNOI'],[],0,,False,0,0,0,,Netflix,,,,,,,[],,,,,Liked on YouTube Locke and Key Trailer Season 2 Netflix,Positive
32,138,1448232145328214017,1448232145328214017,1634120424000.0,2021-10-13 12:20:24,+0200,,"Remember Netflix gave the corrupted Obama’s movie, show deals and put Susan Rice on their Board of Directors. See anything going on here?",en,[],[],1276782422366060545,1276782422366060545,KrisShadowban,kris shadowban,3,12,https://twitter.com/KrisShadowban/status/1448232145328214017,[],[],0,,False,0,0,0,https://twitter.com/snowden/status/1448134419491946496,Netflix,,,,,,,[],,,,,Remember Netflix gave the corrupted Obama s movie show deals and put Susan Rice on their Board of Directors See anything going on here,Neutral
33,139,1448232144501936130,1447705264564678660,1634120424000.0,2021-10-13 12:20:24,+0200,,@formerIy__Ex I’m glad Netflix is not backing down to this nonsense!,en,[],[],3189315810,3189315810,KennyJatboulder,Kendall Johnson,3,12,https://twitter.com/KennyJatboulder/status/1448232144501936130,[],[],0,,False,0,0,0,,Netflix,,,,,,,"[{'screen_name': 'formerIy__Ex', 'name': '___ExxxstlIr', 'id': '1227352515672526850'}]",,,,,Ex I m glad Netflix is not backing down to this nonsense,Positive
34,140,1448232142916530179,1448232142916530179,1634120424000.0,2021-10-13 12:20:24,+0200,,@netflix   Bring backkk mind hunter.,en,[],[],830121831944351745,830121831944351745,devilOvrAngels,𝔸wais 𝔸bbasi,3,12,https://twitter.com/devilOvrAngels/status/1448232142916530179,[],[],0,,False,0,0,0,,Netflix,,,,,,,[],,,,,Bring backkk mind hunter,Neutral
35,144,1448232138470563842,1448232138470563842,1634120423000.0,2021-10-13 12:20:23,+0200,,Hey @netflix please save this love  #Savemotherlandfortsalem #Savefortsalem Please we want more seasons we don't lose this amazing show 😭  https://t.co/C0smoimbUF,en,"['savemotherlandfortsalem', 'savefortsalem']",[],1285005631292932102,1285005631292932102,Zoya26759385,Scylla 143,3,12,https://twitter.com/Zoya26759385/status/1448232138470563842,[],['https://pbs.twimg.com/media/FBkndEHXEAECAfp.jpg'],1,https://pbs.twimg.com/media/FBkndEHXEAECAfp.jpg,False,0,0,0,,Netflix,,,,,,,[],,,,,Hey please save this love Savemotherlandfortsalem Savefortsalem Please we want more seasons we don t lose this amazing show,Positive
36,147,1448232130220224519,1448232130220224519,1634120421000.0,2021-10-13 12:20:21,+0200,,"Netflix Premium 4k #หารNetflix   (ต่อเมลได้,จอเดี่ยว) 7 day / 39 ฿ 30 day / 90 ฿ 37 day / 120 ฿ 60 day / 200 ฿  tag—#เน็ตฟลิกซ์ราคาถูก #หารเน็ตฟลิกซ์ราคาถูก #หารเน็ตฟลิกซ์ราคาถูก #หารเน็ตฟลิก #หารnetflixราคาถูก #หารเน็ตฟลิกซ์ #NetflixTH #Netflix #netflixราคาถูก #หารnetfilx  https://t.co/WFXIJNAIph",en,"['หารnetflix', 'เน็ตฟลิกซ์ราคาถูก', 'หารเน็ตฟลิกซ์ราคาถูก', 'หารเน็ตฟลิกซ์ราคาถูก', 'หารเน็ตฟลิก', 'หารnetflixราคาถูก', 'หารเน็ตฟลิกซ์', 'netflixth', 'netflix', 'netflixราคาถูก', 'หารnetfilx']",[],1237345288009875457,1237345288009875457,RTuksing,aprilflower.store | รับตัวเเทน,3,12,https://twitter.com/RTuksing/status/1448232130220224519,[],['https://pbs.twimg.com/tweet_video_thumb/FBkncO9VkAUp3Qu.jpg'],1,https://pbs.twimg.com/tweet_video_thumb/FBkncO9VkAUp3Qu.jpg,False,0,0,0,,Netflix,,,,,,,[],,,,,Netflix Premium 4k Netflix 7 day 39 30 day 90 37 day 120 60 day 200 tag netflix NetflixTH Netflix netflix netfilx,Neutral
37,148,1448232127867273216,1448228161536372737,1634120420000.0,2021-10-13 12:20:20,+0200,,@vieilado Ya pas que Netflix sale rat,en,[],[],2612599447,2612599447,octo_nass,cainhurst Stan account,3,12,https://twitter.com/octo_nass/status/1448232127867273216,[],[],0,,False,0,0,0,,Netflix,,,,,,,"[{'screen_name': 'vieilado', 'name': 'G.', 'id': '1138167998'}]",,,,,Ya pas que Netflix sale rat,Neutral
38,150,1448232124742610944,1448165673016782850,1634120420000.0,2021-10-13 12:20:20,+0200,,@michaelchevas @mysa7923 Thank you. Have been waiting  for #Saint_sup as Ohm so long   #Netflix #vonthemoviegointer  #vonthemovie #วอนเธอ #Saint_sup #MingEr,en,"['saint_sup', 'netflix', 'vonthemoviegointer', 'vonthemovie', 'วอนเธอ', 'saint_sup', 'minger']",[],1264059478854504449,1264059478854504449,Kaida_laly,Kaida 🌶️🔥🌶️,3,12,https://twitter.com/Kaida_laly/status/1448232124742610944,[],[],0,,False,0,0,0,,Netflix,,,,,,,"[{'screen_name': 'michaelchevas', 'name': 'Michael Chevas', 'id': '95725321'}, {'screen_name': 'mysa7923', 'name': 'Sanny@@', 'id': '1092435837587927040'}]",,,,,Thank you Have been waiting for Saint sup as Ohm so long Netflix vonthemoviegointer vonthemovie Saint sup MingEr,Negative
39,152,1448232122288721923,1448232122288721923,1634120419000.0,2021-10-13 12:20:19,+0200,,Squid Game is Netflix's 'biggest ever' series launch  https://t.co/NBlTrUa5nG  https://t.co/AJ87HPyNtV,en,[],[],733205151297703936,733205151297703936,despikouli,Despik,3,12,https://twitter.com/despikouli/status/1448232122288721923,['http://dlvr.it/S9SF8S'],['https://pbs.twimg.com/media/FBkncNMVIAgQH-v.jpg'],1,https://pbs.twimg.com/media/FBkncNMVIAgQH-v.jpg,False,0,0,0,,Netflix,,,,,,,[],,,,,Squid Game is Netflix s biggest ever series launch,Negative
40,153,1448232121710088194,1448202768574033920,1634120419000.0,2021-10-13 12:20:19,+0200,,@Tao__ping_ Netflix or dinner :  Dinner  kiss or hug : hug  baby or daddy  : baby  challenge or up to you :up to you,en,[],[],1360437548800040964,1360437548800040964,lelunexmoon,ลูกจันทร์🌙,3,12,https://twitter.com/lelunexmoon/status/1448232121710088194,[],[],0,,False,0,0,0,,Netflix,,,,,,,"[{'screen_name': 'Tao__ping_', 'name': '—tp */ฟชบนไบโอ', 'id': '1370376581147807752'}]",,,,,ping Netflix or dinner Dinner kiss or hug hug baby or daddy baby challenge or up to you up to you,Neutral
41,161,1448232107193495554,1448228390692012032,1634120415000.0,2021-10-13 12:20:15,+0200,,"@catpeachbunny @netflix ikr and all these people who don't normally watch korean shows, they don't know viki or other platforms. They just watch what's recommended on netflix, otherwise they won't know about the devil judge 😔",en,[],[],833781735745744896,833781735745744896,jjpgotinfinite,ㅉp g7 ∞ ia ;;,3,12,https://twitter.com/jjpgotinfinite/status/1448232107193495554,[],[],0,,False,0,0,0,,Netflix,,,,,,,"[{'screen_name': 'catpeachbunny', 'name': 'i๖໐lฯค 💚 𝙳𝚎𝚏. 🌴¨ / ⁷₇ 🔗', 'id': '1114023518889443329'}, {'screen_name': 'netflix', 'name': 'Netflix', 'id': '16573941'}]",,,,,ikr and all these people who don t normally watch korean shows they don t know viki or other platforms They just watch what s recommended on netflix otherwise they won t know about the devil judge,Positive
42,165,1448232090663800832,1448232090663800832,1634120411000.0,2021-10-13 12:20:11,+0200,,Today let me share you some gems collection #ps2 The #Getaway Black Monday 🙂 👇 👇👇 👇👇 👇 Enjoy the platform fenechost 👇 👇👇 👇👇 👇  https://t.co/HKYR2D8ICt Follow us on @fenechost 🙂 #anime #discover #retro #game #artwork #video #instagram #netflix #jeu...  https://t.co/Df3bJ94YiB,en,"['ps2', 'getaway', 'anime', 'discover', 'retro', 'game', 'artwork', 'video', 'instagram', 'netflix', 'jeu']",[],1139876045992206336,1139876045992206336,fenechost,fenechost,3,12,https://twitter.com/fenechost/status/1448232090663800832,['https://www.fenechost.com/'],['https://pbs.twimg.com/media/FBknaOiXIAoyyWA.jpg'],1,https://pbs.twimg.com/media/FBknaOiXIAoyyWA.jpg,False,0,0,0,,Netflix,,,,,,,[],,,,,Today let me share you some gems collection ps2 The Getaway Black Monday Enjoy the platform fenechost Follow us on anime discover retro game artwork video instagram netflix jeu,Negative
